"date","hour","obs","click_bool","booking_bool","gross_bookings_usd"
"2013-01-27","18",2874,128,81,32397.59
"2013-01-27","19",2522,114,72,39121.27
"2013-01-27","20",1924,86,51,18695.83
"2013-01-27","21",1552,79,37,9162.22
"2013-01-27","22",1269,56,31,11450.13
"2013-01-27","23",755,33,20,10013.06
"2013-01-28","00",451,17,12,6476.93
"2013-01-28","01",315,14,7,2106.96
"2013-01-28","02",360,15,11,4156.69
"2013-01-28","03",242,8,7,1710.52
"2013-01-28","04",423,18,14,7027.11
"2013-01-28","05",540,26,17,6964.37
"2013-01-28","06",1114,48,27,8153.17
"2013-01-28","07",1294,56,41,8509.52
"2013-01-28","08",2068,87,59,19197.92
"2013-01-28","09",2183,106,49,18760.16
"2013-01-28","10",2450,114,64,24982.11
"2013-01-28","11",2622,125,88,47660.86
"2013-01-28","12",2536,99,62,24365.54
"2013-01-28","13",2479,99,66,22490.19
"2013-01-28","14",2131,86,60,19041.04
"2013-01-28","15",2735,131,64,23507.36
"2013-01-28","16",2328,113,69,26360.3
"2013-01-28","17",2687,126,77,30599.79
"2013-01-28","18",2614,116,76,30489.37
"2013-01-28","19",2583,110,68,25833.29
"2013-01-28","20",2409,105,53,22338.32
"2013-01-28","21",1984,89,57,26908.46
"2013-01-28","22",1584,67,39,25212.78
"2013-01-28","23",1077,61,28,9790.8
"2013-01-29","00",611,26,14,10140.06
"2013-01-29","01",537,23,18,10344.32
"2013-01-29","02",272,10,5,819.46
"2013-01-29","03",196,7,4,968.4
"2013-01-29","04",536,25,14,5073.59
"2013-01-29","05",507,22,11,4727.5
"2013-01-29","06",1178,50,31,10960.56
"2013-01-29","07",1670,66,44,10046.43
"2013-01-29","08",1920,80,45,14328.11
"2013-01-29","09",3088,128,72,43085.5
"2013-01-29","10",2214,88,60,27427.57
"2013-01-29","11",3600,148,91,31486.94
"2013-01-29","12",2259,103,51,25581.21
"2013-01-29","13",2494,102,61,22341.15
"2013-01-29","14",2715,117,70,27767.36
"2013-01-29","15",2052,86,56,15310.81
"2013-01-29","16",2934,128,95,47224.46
"2013-01-29","17",2725,130,82,28826.28
"2013-01-29","18",2778,129,79,43155.94
"2013-01-29","19",2624,109,69,34420.06
"2013-01-29","20",2250,101,59,22851.65
"2013-01-29","21",1987,85,44,18264.08
"2013-01-29","22",1835,93,46,21920.95
"2013-01-29","23",916,51,28,10102.73
"2013-01-30","00",655,38,19,9256.04
"2013-01-30","01",265,13,8,4500.31
"2013-01-30","02",241,11,9,7813.87
"2013-01-30","03",212,8,2,514.77
"2013-01-30","04",443,19,14,12545.18
"2013-01-30","05",737,30,19,10566.7
"2013-01-30","06",1126,54,30,20195.95
"2013-01-30","07",1615,69,45,16137.79
"2013-01-30","08",2713,97,66,31739.94
"2013-01-30","09",2158,97,61,22069.11
"2013-01-30","10",2374,96,67,33429.92
"2013-01-30","11",3002,128,79,27776.39
"2013-01-30","12",2138,93,56,20499.49
"2013-01-30","13",2691,119,78,30433.95
"2013-01-30","14",2833,116,68,28060.63
"2013-01-30","15",2549,118,77,29405.3
"2013-01-30","16",2653,104,67,35352.84
"2013-01-30","17",2482,103,79,33457.43
"2013-01-30","18",2138,87,62,31070.37
"2013-01-30","19",2357,120,61,22672.79
"2013-01-30","20",2087,92,53,16015.97
"2013-01-30","21",1907,94,50,19041.08
"2013-01-30","22",1933,82,48,21730.56
"2013-01-30","23",846,48,25,8641.99
"2013-01-31","00",522,22,12,3631.24
"2013-01-31","01",406,20,14,10236.22
"2013-01-31","02",159,7,4,2777.61
"2013-01-31","03",243,16,7,4615.84
"2013-01-31","04",298,15,11,7331.96
"2013-01-31","05",640,23,16,5510.38
"2013-01-31","06",917,42,28,7055.31
"2013-01-31","07",1462,60,39,14224.51
"2013-01-31","08",1485,58,44,14289.93
"2013-01-31","09",2300,95,64,25931.08
"2013-01-31","10",2386,106,75,26489.87
"2013-01-31","11",2180,92,63,23362.06
"2013-01-31","12",1865,85,60,20562.53
"2013-01-31","13",2023,84,63,21626.61
"2013-01-31","14",1990,85,61,30351.14
"2013-01-31","15",2357,94,67,29574.62
"2013-01-31","16",2733,104,82,27956.22
"2013-01-31","17",2304,92,74,27010.31
"2013-01-31","18",2327,103,69,30725.17
"2013-01-31","19",2179,83,65,37161.41
"2013-01-31","20",2309,97,68,35958.99
"2013-01-31","21",1772,81,51,22722.99
"2013-01-31","22",1461,71,46,17617.69
"2013-01-31","23",957,51,33,10212.41
"2013-02-01","00",455,20,10,2896.51
"2013-02-01","01",390,16,9,3271.23
"2013-02-01","02",444,20,16,8027.5
"2013-02-01","03",271,13,5,1369.58
"2013-02-01","04",312,12,11,3429.41
"2013-02-01","05",672,26,16,5010.9
"2013-02-01","06",1011,44,35,10325.81
"2013-02-01","07",1406,59,43,14935.13
"2013-02-01","08",1686,68,54,18867.97
"2013-02-01","09",1633,66,49,17999.96
"2013-02-01","10",2453,103,79,28250.05
"2013-02-01","11",2195,98,74,35579.47
"2013-02-01","12",2430,108,74,26719.9
"2013-02-01","13",2477,109,80,24571.41
"2013-02-01","14",2295,99,74,27676.55
"2013-02-01","15",2148,100,63,25331.47
"2013-02-01","16",1753,77,56,25907.82
"2013-02-01","17",1988,81,53,18879.21
"2013-02-01","18",1781,82,56,30352.7
"2013-02-01","19",1625,74,48,18442.72
"2013-02-01","20",1853,89,59,27560.87
"2013-02-01","21",1080,55,31,9001.88
"2013-02-01","22",1080,49,33,12698.43
"2013-02-01","23",914,35,25,10134.29
"2013-02-02","00",380,21,11,3239.99
"2013-02-02","01",215,12,9,4929.32
"2013-02-02","02",198,7,2,664.13
"2013-02-02","03",154,6,5,1024.06
"2013-02-02","04",237,9,9,2991.83
"2013-02-02","05",338,13,11,2359.53
"2013-02-02","06",756,32,27,16531.95
"2013-02-02","07",712,28,22,7430.41
"2013-02-02","08",1288,54,44,23171.51
"2013-02-02","09",1349,56,45,20923.18
"2013-02-02","10",1623,71,51,20169.25
"2013-02-02","11",1519,69,50,13076.96
"2013-02-02","12",1459,69,42,13878.51
"2013-02-02","13",2173,95,73,27799
"2013-02-02","14",1599,68,52,15422.99
"2013-02-02","15",1552,63,49,20410.47
"2013-02-02","16",1760,75,46,23816.53
"2013-02-02","17",1621,79,58,23565.77
"2013-02-02","18",1632,68,50,17898.46
"2013-02-02","19",1994,82,55,22330.13
"2013-02-02","20",1463,69,54,17775.8
"2013-02-02","21",1086,49,34,12785
"2013-02-02","22",633,27,21,9112.9
"2013-02-02","23",946,49,27,13390.64
"2013-02-03","00",673,26,16,7379.77
"2013-02-03","01",176,10,4,436.45
"2013-02-03","02",230,9,8,5462.64
"2013-02-03","03",127,6,6,12654.32
"2013-02-03","04",246,14,10,4038.76
"2013-02-03","05",498,18,14,5244.87
"2013-02-03","06",698,31,21,8302.34
"2013-02-03","07",1078,44,37,11280.29
"2013-02-03","08",1048,45,33,13243.15
"2013-02-03","09",1587,70,47,20524.09
"2013-02-03","10",1824,80,53,35058.44
"2013-02-03","11",1753,76,52,17184.46
"2013-02-03","12",2324,92,71,37652.66
"2013-02-03","13",2317,107,68,38540.91
"2013-02-03","14",1785,75,55,22743.87
"2013-02-03","15",1684,65,46,23529.99
"2013-02-03","16",1877,85,55,20365.88
"2013-02-03","17",1680,73,46,26298.66
"2013-02-03","18",2107,87,59,32815.22
"2013-02-03","19",1716,76,54,29184.92
"2013-02-03","20",1772,74,54,18473.32
"2013-02-03","21",1431,69,46,22548.47
"2013-02-03","22",1051,46,29,12602.77
"2013-02-03","23",1021,51,27,12621.14
"2013-02-04","00",444,21,17,9491.16
"2013-02-04","01",286,12,9,2055.89
"2013-02-04","02",107,7,4,1029.55
"2013-02-04","03",186,7,4,1678.3
"2013-02-04","04",332,13,9,4563.36
"2013-02-04","05",800,31,24,9315.68
"2013-02-04","06",1076,43,37,12366.91
"2013-02-04","07",1342,52,42,14959.41
"2013-02-04","08",1705,68,55,19379.8
"2013-02-04","09",2149,86,63,23488.22
"2013-02-04","10",2706,109,77,34820.13
"2013-02-04","11",2613,120,84,25048.37
"2013-02-04","12",2887,117,89,28377.08
"2013-02-04","13",2301,102,72,25637.78
"2013-02-04","14",2419,97,70,31581.44
"2013-02-04","15",2312,100,66,22294.53
"2013-02-04","16",2659,118,77,32425.75
"2013-02-04","17",2805,126,91,37240.83
"2013-02-04","18",2589,109,76,25726.01
"2013-02-04","19",2473,104,76,27536.04
"2013-02-04","20",2520,104,72,22583.9
"2013-02-04","21",1717,78,56,29009.04
"2013-02-04","22",1438,66,40,24016.71
"2013-02-04","23",1044,45,26,10521.57
"2013-02-05","00",377,16,11,3813.63
"2013-02-05","01",188,9,7,2998.73
"2013-02-05","02",231,10,8,1637.53
"2013-02-05","03",191,8,7,5402.4
"2013-02-05","04",324,12,11,3372.28
"2013-02-05","05",661,26,20,9486.21
"2013-02-05","06",760,30,24,8853.42
"2013-02-05","07",1358,51,42,19686.69
"2013-02-05","08",2349,100,80,32755.45
"2013-02-05","09",1888,75,62,22565.3
"2013-02-05","10",2635,110,83,43155.85
"2013-02-05","11",2354,99,76,28050.96
"2013-02-05","12",2147,92,58,19025.66
"2013-02-05","13",3049,118,95,37971.73
"2013-02-05","14",2307,96,75,34840.65
"2013-02-05","15",2292,92,73,30759.29
"2013-02-05","16",2243,96,68,24149.83
"2013-02-05","17",1979,90,66,26421.17
"2013-02-05","18",2993,123,88,37611.07
"2013-02-05","19",2618,109,82,29502.57
"2013-02-05","20",2176,94,65,26175.32
"2013-02-05","21",1607,70,46,18285.45
"2013-02-05","22",1633,73,49,26823.87
"2013-02-05","23",950,39,31,10105.15
"2013-02-06","00",544,23,17,10188.06
"2013-02-06","01",479,20,14,8765.8
"2013-02-06","02",282,14,4,923.74
"2013-02-06","03",259,14,6,3730.29
"2013-02-06","04",327,14,11,2586.32
"2013-02-06","05",501,25,17,6007.06
"2013-02-06","06",1192,48,36,8105.75
"2013-02-06","07",1565,67,52,22977.17
"2013-02-06","08",2028,80,63,19941.83
"2013-02-06","09",2382,91,72,25835.15
"2013-02-06","10",2290,101,75,24121.13
"2013-02-06","11",1356,54,38,17838.82
"2013-02-06","12",2603,110,71,33453.3
"2013-02-06","13",2488,112,81,32679.88
"2013-02-06","14",2503,107,80,36666.42
"2013-02-06","15",2363,105,76,25644.45
"2013-02-06","16",3193,128,89,34229.54
"2013-02-06","17",2587,112,83,47653.69
"2013-02-06","18",2883,117,87,24740.02
"2013-02-06","19",2135,88,68,18949.26
"2013-02-06","20",1997,90,60,20582.32
"2013-02-06","21",1955,80,59,24606.38
"2013-02-06","22",1828,80,46,21379.95
"2013-02-06","23",973,42,25,10209.62
"2013-02-07","00",700,27,19,5975.72
"2013-02-07","01",522,25,17,6770.2
"2013-02-07","02",325,15,9,3152.27
"2013-02-07","03",503,20,17,6403.57
"2013-02-07","04",306,12,11,2338.75
"2013-02-07","05",593,25,17,5170.12
"2013-02-07","06",1000,40,34,13238.86
"2013-02-07","07",1613,62,52,18274.17
"2013-02-07","08",1832,72,60,29190.1
"2013-02-07","09",2084,85,67,19243.97
"2013-02-07","10",3349,140,95,38260.43
"2013-02-07","11",3148,133,90,34453.09
"2013-02-07","12",2978,130,71,28069.58
"2013-02-07","13",3409,144,102,34422.64
"2013-02-07","14",2940,132,81,24337.6
"2013-02-07","15",2054,91,60,18715.38
"2013-02-07","16",2590,118,77,29535.35
"2013-02-07","17",2557,125,77,31269.61
"2013-02-07","18",2518,107,76,26196.48
"2013-02-07","19",3161,150,77,25066.1
"2013-02-07","20",2034,94,55,15848.94
"2013-02-07","21",2180,114,63,16711.15
"2013-02-07","22",1466,68,45,17825.03
"2013-02-07","23",953,41,27,13157.45
"2013-02-08","00",651,42,20,12905.21
"2013-02-08","01",239,11,8,5139.92
"2013-02-08","02",173,8,6,1715.6
"2013-02-08","03",397,23,14,3493.05
"2013-02-08","04",550,21,11,9078.54
"2013-02-08","05",958,41,29,7001.89
"2013-02-08","06",1252,58,32,10762.03
"2013-02-08","07",1642,74,45,41364.71
"2013-02-08","08",2099,84,57,17663.21
"2013-02-08","09",2365,104,56,21248.29
"2013-02-08","10",2449,121,75,28420.87
"2013-02-08","11",3022,120,82,26909.41
"2013-02-08","12",2617,131,72,35463.24
"2013-02-08","13",2759,131,74,29080.6
"2013-02-08","14",3476,148,89,34449.77
"2013-02-08","15",2690,116,76,24694.59
"2013-02-08","16",2667,104,71,22271.63
"2013-02-08","17",2721,109,71,34520.96
"2013-02-08","18",2424,103,67,22287.95
"2013-02-08","19",2016,89,63,27208.89
"2013-02-08","20",1875,89,48,29240.25
"2013-02-08","21",1677,82,43,16646.19
"2013-02-08","22",1338,61,30,10599.71
"2013-02-08","23",780,37,26,6080.81
"2013-02-09","00",619,32,18,5893.36
"2013-02-09","01",492,20,9,2338.61
"2013-02-09","02",545,23,13,4474.82
"2013-02-09","03",251,16,6,1821.24
"2013-02-09","04",294,13,10,3295.71
"2013-02-09","05",496,18,11,3748.14
"2013-02-09","06",1226,54,31,14193.06
"2013-02-09","07",1520,60,43,11337.38
"2013-02-09","08",1911,72,45,15008.49
"2013-02-09","09",2123,97,60,26436.37
"2013-02-09","10",1971,93,54,15543.77
"2013-02-09","11",2616,116,71,26130.09
"2013-02-09","12",2144,101,56,20134.77
"2013-02-09","13",2427,105,66,31170.39
"2013-02-09","14",2356,97,64,30665.29
"2013-02-09","15",1770,77,37,13219.73
"2013-02-09","16",1952,92,60,24347.74
"2013-02-09","17",2185,94,63,26433.19
"2013-02-09","18",1660,72,44,14362.36
"2013-02-09","19",1899,98,56,24147.08
"2013-02-09","20",1800,82,48,18905.55
"2013-02-09","21",1591,74,43,17875.66
"2013-02-09","22",1067,47,30,11908.37
"2013-02-09","23",947,37,20,7014.86
"2013-02-10","00",662,26,24,8557.71
"2013-02-10","01",356,15,12,3351.21
"2013-02-10","02",396,18,9,8105.49
"2013-02-10","03",268,14,6,3671.1
"2013-02-10","04",417,21,13,3441.04
"2013-02-10","05",321,12,7,2286.27
"2013-02-10","06",1021,39,27,8851.86
"2013-02-10","07",1241,51,38,11853.61
"2013-02-10","08",1398,57,32,10365.52
"2013-02-10","09",1903,92,52,13299.09
"2013-02-10","10",1813,94,63,19776.77
"2013-02-10","11",2403,106,70,27595.67
"2013-02-10","12",2453,109,67,33333.26
"2013-02-10","13",2595,112,66,19927.69
"2013-02-10","14",3245,147,77,28342.97
"2013-02-10","15",2913,127,86,37591.39
"2013-02-10","16",3457,149,99,35884.19
"2013-02-10","17",3469,147,88,29890.64
"2013-02-10","18",2517,127,62,25705.59
"2013-02-10","19",3155,141,84,32492.69
"2013-02-10","20",2494,111,65,21727.94
"2013-02-10","21",2389,100,58,26825.88
"2013-02-10","22",1479,77,44,26973.99
"2013-02-10","23",1070,61,23,9462.37
"2013-02-11","00",562,34,16,6586.36
"2013-02-11","01",405,21,12,3760.42
"2013-02-11","02",342,20,6,1976.27
"2013-02-11","03",60,5,1,232.86
"2013-02-11","04",300,11,8,2524.84
"2013-02-11","05",553,27,13,5674.64
"2013-02-11","06",1271,70,36,14535.02
"2013-02-11","07",1778,74,51,33202.07
"2013-02-11","08",2243,100,65,20935.17
"2013-02-11","09",3024,116,77,31660.74
"2013-02-11","10",2777,121,68,31071.56
"2013-02-11","11",3201,139,79,26169.7
"2013-02-11","12",3064,123,87,32029.51
"2013-02-11","13",2950,135,74,32349.3
"2013-02-11","14",2578,106,70,24115.82
"2013-02-11","15",2776,118,73,26935.47
"2013-02-11","16",2948,116,84,32421.78
"2013-02-11","17",3034,136,82,37170.46
"2013-02-11","18",3336,162,96,42386.1
"2013-02-11","19",3330,151,98,37205.91
"2013-02-11","20",2158,99,58,18446.63
"2013-02-11","21",2577,115,66,34791.55
"2013-02-11","22",1862,97,56,21246.87
"2013-02-11","23",1074,59,37,17237.41
"2013-02-12","00",714,30,17,5944.65
"2013-02-12","01",367,18,9,3433.83
"2013-02-12","02",365,17,12,3476.82
"2013-02-12","03",341,18,8,5243.76
"2013-02-12","04",282,14,6,1937.36
"2013-02-12","05",979,40,24,12233.14
"2013-02-12","06",1248,56,30,10372.98
"2013-02-12","07",1914,86,56,16451.18
"2013-02-12","08",2251,99,69,29163.33
"2013-02-12","09",2981,135,77,26220.64
"2013-02-12","10",2571,114,75,29866.53
"2013-02-12","11",3611,167,95,36555.68
"2013-02-12","12",3197,141,89,33138.02
"2013-02-12","13",2919,130,76,52308.12
"2013-02-12","14",2785,117,76,31875.72
"2013-02-12","15",2603,120,70,28587.05
"2013-02-12","16",3195,147,83,23811.82
"2013-02-12","17",2891,124,77,30640.86
"2013-02-12","18",3180,138,83,35575
"2013-02-12","19",2867,132,75,27158.72
"2013-02-12","20",2344,106,60,26795.21
"2013-02-12","21",1944,90,45,17223.58
"2013-02-12","22",2108,106,54,17501.55
"2013-02-12","23",1209,58,34,19398.48
"2013-02-13","00",825,34,23,7737.57
"2013-02-13","01",291,14,13,15183.34
"2013-02-13","02",336,16,9,2996.97
"2013-02-13","03",357,17,8,2995.17
"2013-02-13","04",285,16,7,1504.44
"2013-02-13","05",743,36,19,5617.39
"2013-02-13","06",1296,58,42,17211.31
"2013-02-13","07",1436,70,37,11944.4
"2013-02-13","08",2526,105,75,20840.07
"2013-02-13","09",2536,112,70,27882.38
"2013-02-13","10",3148,133,89,33925.32
"2013-02-13","11",2519,103,70,27867.4
"2013-02-13","12",3094,135,86,34876.18
"2013-02-13","13",3495,145,92,30620.8
"2013-02-13","14",2914,125,77,22695.26
"2013-02-13","15",2694,118,78,35760.5
"2013-02-13","16",2456,108,67,24560.75
"2013-02-13","17",3493,156,85,28682.04
"2013-02-13","18",2817,126,89,31689.74
"2013-02-13","19",3031,121,75,32814.93
"2013-02-13","20",2254,99,69,25505.78
"2013-02-13","21",1891,82,48,15357.79
"2013-02-13","22",1822,85,45,11485.21
"2013-02-13","23",1078,53,35,19709.41
"2013-02-14","00",628,25,14,5398.24
"2013-02-14","01",474,23,12,4848.02
"2013-02-14","02",380,16,12,3194
"2013-02-14","03",205,14,8,5513.04
"2013-02-14","04",288,14,8,2718.16
"2013-02-14","05",533,25,17,5500.41
"2013-02-14","06",1392,55,37,10092.35
"2013-02-14","07",1763,73,48,16257.41
"2013-02-14","08",1546,59,41,16263.15
"2013-02-14","09",2605,122,68,24071.08
"2013-02-14","10",2355,97,62,20879.32
"2013-02-14","11",2941,127,78,37828.93
"2013-02-14","12",2755,124,72,22374.22
"2013-02-14","13",2730,121,78,35256.77
"2013-02-14","14",2174,100,61,14644.87
"2013-02-14","15",2149,99,63,25460.78
"2013-02-14","16",2235,105,71,27116.68
"2013-02-14","17",2513,109,70,18531.61
"2013-02-14","18",2600,125,71,19039.71
"2013-02-14","19",2235,99,56,14180.26
"2013-02-14","20",2370,122,63,20667.85
"2013-02-14","21",1922,85,49,20148.54
"2013-02-14","22",1206,69,33,13350.74
"2013-02-14","23",1286,52,34,18996.66
"2013-02-15","00",651,25,13,4521.76
"2013-02-15","01",337,12,4,11439.89
"2013-02-15","02",405,16,11,2204.93
"2013-02-15","03",430,18,10,3131.74
"2013-02-15","04",499,24,10,2321.31
"2013-02-15","05",666,28,19,6718.61
"2013-02-15","06",1908,81,52,13374.47
"2013-02-15","07",2457,117,74,21923.38
"2013-02-15","08",1768,80,46,12786.39
"2013-02-15","09",2967,126,81,32472.76
"2013-02-15","10",2754,116,77,21435.35
"2013-02-15","11",2887,127,85,29145.04
"2013-02-15","12",2943,124,81,25636.46
"2013-02-15","13",2926,132,82,29381.06
"2013-02-15","14",2522,113,66,22061.57
"2013-02-15","15",2347,102,65,30114.71
"2013-02-15","16",2049,92,65,33715.62
"2013-02-15","17",2224,107,70,18468.99
"2013-02-15","18",2418,109,57,23397.19
"2013-02-15","19",2022,85,45,18365.55
"2013-02-15","20",2556,111,78,23305.71
"2013-02-15","21",1504,69,37,16101.52
"2013-02-15","22",1360,73,34,12941.31
"2013-02-15","23",686,30,19,7166.97
"2013-02-16","00",366,20,11,7622.82
"2013-02-16","01",356,17,9,3187.46
"2013-02-16","02",402,22,9,2658.56
"2013-02-16","03",215,11,5,1434.88
"2013-02-16","04",385,17,8,2350.58
"2013-02-16","05",978,37,28,11127.55
"2013-02-16","06",1170,53,37,14499.28
"2013-02-16","07",1829,72,49,18480.97
"2013-02-16","08",1783,78,51,14894.72
"2013-02-16","09",2080,91,62,21944.28
"2013-02-16","10",1920,82,48,13200.24
"2013-02-16","11",2113,88,54,16637.61
"2013-02-16","12",2058,93,55,25794.84
"2013-02-16","13",2366,110,64,23796.52
"2013-02-16","14",2184,109,59,22838.65
"2013-02-16","15",1764,79,46,18918.52
"2013-02-16","16",2136,109,42,12020.87
"2013-02-16","17",2185,101,61,21967.5
"2013-02-16","18",2318,106,65,24175.18
"2013-02-16","19",1949,80,56,21607.14
"2013-02-16","20",2012,84,45,13756.49
"2013-02-16","21",1169,51,28,7437.43
"2013-02-16","22",1105,43,23,9632.05
"2013-02-16","23",1015,46,24,7452.67
"2013-02-17","00",443,21,10,5730.63
"2013-02-17","01",230,11,8,4260.98
"2013-02-17","02",409,22,12,3885.67
"2013-02-17","03",159,7,3,526.2
"2013-02-17","04",341,22,9,3724.66
"2013-02-17","05",677,33,18,6659.07
"2013-02-17","06",746,28,20,7408.48
"2013-02-17","07",1244,51,37,8048.67
"2013-02-17","08",1662,77,51,18291.99
"2013-02-17","09",2158,103,52,19119.17
"2013-02-17","10",2381,95,65,28148.13
"2013-02-17","11",2595,111,77,26385.86
"2013-02-17","12",2539,105,70,24546.92
"2013-02-17","13",2049,94,53,19820.02
"2013-02-17","14",2434,113,68,30608.24
"2013-02-17","15",2617,113,66,26865.81
"2013-02-17","16",2794,120,75,34022.95
"2013-02-17","17",2604,123,70,25574.78
"2013-02-17","18",2503,129,64,22999.33
"2013-02-17","19",2468,118,67,30719.51
"2013-02-17","20",2080,96,54,18051.79
"2013-02-17","21",1958,93,55,17994.62
"2013-02-17","22",1227,59,31,18297.38
"2013-02-17","23",894,39,21,7161.97
"2013-02-18","00",324,15,8,1519.58
"2013-02-18","01",224,11,8,4571.56
"2013-02-18","02",340,17,8,3755.25
"2013-02-18","03",499,25,13,2939.22
"2013-02-18","04",427,21,10,4906.88
"2013-02-18","05",916,36,22,14299.99
"2013-02-18","06",1002,44,28,8363.6
"2013-02-18","07",1960,86,48,20583.26
"2013-02-18","08",2419,90,65,19240.42
"2013-02-18","09",2244,104,65,20015.64
"2013-02-18","10",2697,126,72,26818.92
"2013-02-18","11",3240,150,85,27358.74
"2013-02-18","12",2624,117,66,21706.54
"2013-02-18","13",3353,144,90,30766.57
"2013-02-18","14",3519,147,81,26319.51
"2013-02-18","15",2531,114,71,26114.91
"2013-02-18","16",2959,120,83,35754.7
"2013-02-18","17",3162,140,85,29703.27
"2013-02-18","18",2927,118,70,26085.75
"2013-02-18","19",3083,134,78,30759.7
"2013-02-18","20",2302,98,56,19910.39
"2013-02-18","21",2192,109,48,19644.15
"2013-02-18","22",1415,68,39,18550.57
"2013-02-18","23",1166,57,35,16997.65
"2013-02-19","00",620,32,11,6963.17
"2013-02-19","01",412,21,7,1967.26
"2013-02-19","02",258,9,6,2151.48
"2013-02-19","03",210,9,8,3291.92
"2013-02-19","04",455,23,14,8081.37
"2013-02-19","05",775,35,18,6077.03
"2013-02-19","06",1439,60,37,9803.65
"2013-02-19","07",1572,66,36,11442.45
"2013-02-19","08",2410,99,67,23860.59
"2013-02-19","09",2486,104,57,20318.51
"2013-02-19","10",2361,111,64,33342.21
"2013-02-19","11",3034,127,75,29435.86
"2013-02-19","12",2571,117,74,23352.95
"2013-02-19","13",2690,126,78,29265.13
"2013-02-19","14",2863,123,76,32785.13
"2013-02-19","15",1949,98,55,17870.64
"2013-02-19","16",3088,134,79,30470.75
"2013-02-19","17",2668,108,67,27298.4
"2013-02-19","18",3334,148,79,24048.25
"2013-02-19","19",3338,143,76,34896.09
"2013-02-19","20",3223,131,83,34989.34
"2013-02-19","21",2143,103,58,25302.74
"2013-02-19","22",1790,81,47,19434.78
"2013-02-19","23",945,43,28,11800.92
